WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
138,NLD,NGDPD,Netherlands,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",417.581,431.508,473.072,579.788,657.862,686.202,733.953,848.656,952.491,870.278,848.133,904.915,839.436,877.198,892.397,765.65,783.852,832.239,912.899,914.003,954.931,992.12,"1,032.965","1,073.526","1,119.684",2018
196,NZL,NGDPD,New Zealand,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",54.139,53.106,62.046,82.47,101.581,113.204,109.763,134.946,135.531,121.732,145.311,167.113,175.061,186.98,199.755,175.398,185.059,200.317,203.404,210.475,224.943,239.452,254.202,268.564,283.895,2017
278,NIC,NGDPD,Nicaragua,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",5.109,5.335,5.224,5.322,5.793,6.321,6.764,7.423,8.497,8.297,8.759,9.774,10.532,10.983,11.88,12.611,13.184,13.814,13.258,12.612,12.459,12.47,12.565,12.709,13.094,2017
692,NER,NGDPD,Niger,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.671,1.815,2.072,2.645,2.9,3.374,3.65,4.29,5.429,5.411,5.729,6.415,6.946,7.67,8.243,7.255,7.61,8.136,9.226,9.724,10.628,11.519,13.051,14.27,15.451,2016
694,NGA,NGDPD,Nigeria,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",67.824,73.128,93.983,102.935,130.345,169.645,222.791,262.215,330.26,297.458,369.062,414.095,460.952,514.965,568.496,493.841,405.442,376.361,397.27,444.916,496.122,551.067,613.936,681.929,756.346,2018
962,MKD,NGDPD,North Macedonia,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",3.774,3.709,3.991,4.946,5.684,6.257,6.86,8.337,9.912,9.4,9.415,10.659,9.751,10.824,11.378,10.067,10.686,11.307,12.669,12.884,13.7,14.526,15.441,16.389,17.459,2018
142,NOR,NGDPD,Norway,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",171.315,174.004,195.419,228.752,264.356,308.722,345.423,401.085,462.552,386.62,429.131,498.832,510.229,523.502,499.338,386.663,371.345,399.489,434.937,427.041,438.623,449.897,463.216,476.713,490.845,2017
449,OMN,NGDPD,Oman,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",19.507,19.452,20.143,21.634,24.764,31.082,37.216,42.085,60.905,48.388,57.048,68.017,76.616,78.784,81.077,68.919,65.941,70.784,82.243,79.458,84.158,87.401,90.036,93.116,96.634,2017
565,PLW,NGDPD,Palau,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.145,0.155,0.162,0.153,0.164,0.185,0.188,0.193,0.197,0.183,0.183,0.193,0.215,0.225,0.246,0.293,0.304,0.29,0.297,0.31,0.324,0.337,0.351,0.365,0.38,2017
283,PAN,NGDPD,Panama,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",12.304,12.502,12.994,13.694,15.013,16.374,18.145,21.296,25.156,27.117,29.44,34.686,40.43,45.6,49.921,54.092,57.958,62.284,65.206,70.155,75.494,81.26,87.451,94.112,101.273,2017
853,PNG,NGDPD,Papua New Guinea,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",5.258,4.61,4.58,5.584,6.276,7.312,8.306,9.545,11.671,11.619,14.251,17.985,21.295,21.261,23.06,20.639,19.028,20.334,21.319,21.453,22.114,22.901,23.753,24.598,25.551,2015
288,PRY,NGDPD,Paraguay,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",8.856,8.496,7.196,7.691,9.624,10.738,13.43,17.856,24.577,22.347,27.239,33.716,33.283,38.585,40.277,36.164,36.054,39.009,41.604,42.352,45.376,48.416,51.542,54.762,57.896,2017
293,PER,NGDPD,Peru,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",51.005,51.613,54.451,59.045,66.71,74.97,87.886,102.187,121.783,121.358,148.82,170.837,192.933,202.118,202.196,191.515,194.47,214.128,225.203,232.08,244.163,257.585,272.483,288.342,304.997,2018
566,PHL,NGDPD,Philippines,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",81.023,76.262,81.358,83.908,91.371,103.074,122.211,149.36,173.603,168.485,199.591,224.143,250.092,271.836,284.585,292.774,304.889,313.595,330.846,356.682,389.048,424.064,466.133,512.619,563.823,2018
964,POL,NGDPD,Poland,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",171.276,190.43,198.679,217.514,255.284,306.145,344.759,429.473,533.8,440.14,479.161,528.571,500.846,524.399,545.284,477.568,471.843,526.594,586.015,593.295,643.274,695.187,753.265,816.269,883.871,2018
182,PRT,NGDPD,Portugal,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",118.682,121.629,134.644,165.248,189.386,197.624,208.741,240.502,263.249,244.364,238.748,245.119,216.488,226.144,229.995,199.521,206.361,219.748,238.51,239.473,249.912,259.228,269.165,278.694,289.27,2017
359,PRI,NGDPD,Puerto Rico,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",61.702,69.669,72.546,75.834,80.322,83.915,87.276,89.524,93.639,96.386,98.381,100.352,101.565,102.45,102.446,103.376,103.961,104.219,104.344,103.506,104.117,104.624,105.158,105.801,106.49,2017
453,QAT,NGDPD,Qatar,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",17.76,17.538,19.364,23.534,31.734,44.53,60.882,79.712,115.27,97.798,125.122,167.775,186.834,198.728,206.225,161.74,151.732,166.929,192.45,193.502,204.008,213.09,223.404,234.097,248.166,2018
968,ROU,NGDPD,Romania,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",37.466,40.717,46.174,59.868,76.217,99.699,123.534,174.589,214.317,174.102,166.225,183.443,171.196,190.948,199.628,177.895,188.495,211.407,239.851,244.158,263.133,281.732,300.875,320.611,342.42,2018
922,RUS,NGDPD,Russia,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",278.075,328.276,369.939,460.746,632.765,817.752,"1,059.991","1,391.683","1,778.391","1,309.174","1,632.841","2,044.618","2,202.672","2,289.244","2,056.583","1,363.707","1,282.663","1,578.417","1,630.659","1,610.381","1,667.459","1,724.617","1,783.008","1,845.882","1,920.937",2017
714,RWA,NGDPD,Rwanda,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.718,1.676,1.673,1.847,2.099,2.59,3.15,3.824,4.863,5.379,5.774,6.492,7.316,7.623,8.01,8.294,8.475,9.141,9.511,10.211,11.062,12.029,13.157,14.422,15.809,2017
862,WSM,NGDPD,Samoa,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.264,0.266,0.282,0.333,0.408,0.474,0.503,0.554,0.667,0.586,0.639,0.739,0.801,0.805,0.804,0.804,0.786,0.841,0.861,0.902,0.96,0.996,1.037,1.08,1.124,2017
716,STP,NGDPD,São Tomé and Príncipe,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.058,0.072,0.08,0.096,0.104,0.125,0.133,0.145,0.188,0.188,0.197,0.233,0.253,0.303,0.349,0.316,0.354,0.393,0.449,0.477,0.527,0.631,0.687,0.744,0.782,2017
456,SAU,NGDPD,Saudi Arabia,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",189.515,184.137,189.606,215.808,258.742,328.206,376.398,415.687,519.797,429.098,528.207,671.239,735.975,746.647,756.35,654.27,644.936,688.586,782.483,762.259,790.062,817.447,847.555,881.987,919.687,2018
722,SEN,NGDPD,Senegal,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",5.965,6.179,6.773,8.698,10.178,11.041,11.858,14.307,17.029,16.29,16.245,17.895,17.835,18.966,19.802,17.777,18.982,21.135,24.027,25.32,28.062,30.601,35.053,39.259,42.373,2018
942,SRB,NGDPD,Serbia,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",9.312,12.313,16.177,21.219,24.743,27.496,32.602,43.395,52.094,45.156,41.369,49.28,43.3,48.394,47.062,39.629,40.63,44.12,50.651,52.424,56.886,61.336,66.227,71.242,76.813,2017
718,SYC,NGDPD,Seychelles,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.615,0.622,0.698,0.706,0.839,0.919,1.016,1.034,0.967,0.847,0.97,1.018,1.06,1.328,1.343,1.377,1.427,1.498,1.573,1.654,1.739,1.84,1.934,2.037,2.139,2016
724,SLE,NGDPD,Sierra Leone,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.941,1.084,1.25,1.38,1.439,1.649,1.884,2.159,2.511,2.454,2.578,2.942,3.802,4.916,5.007,4.252,3.786,3.748,3.906,3.998,4.221,4.442,4.723,5.051,5.4,2017
576,SGP,NGDPD,Singapore,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",95.836,89.285,91.942,97.002,114.187,127.418,147.794,179.981,192.231,192.406,236.42,276.622,291.61,305.157,313.26,306.254,316.558,336.679,361.109,372.807,391.875,410.863,431.771,453.867,477.193,2017
936,SVK,NGDPD,Slovak Republic,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",20.691,21.387,24.854,34.023,43.121,49.048,57.402,77.105,97.03,89.171,89.668,98.271,93.466,98.509,101.109,87.814,89.885,95.809,106.585,109.863,117.399,124.755,132.321,139.735,147.101,2017
961,SVN,NGDPD,Slovenia,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",20.446,20.9,23.613,29.736,34.504,36.401,39.621,48.167,55.853,50.372,48.103,51.338,46.378,48.131,49.969,43.124,44.66,48.553,54.242,55.088,58.213,61.2,64.196,67.118,70.293,2017
813,SLB,NGDPD,Solomon Islands,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.381,0.38,0.324,0.314,0.363,0.429,0.471,0.516,0.608,0.598,0.681,0.933,1.064,1.13,1.174,1.158,1.235,1.298,1.424,1.511,1.607,1.718,1.833,1.97,2.109,2016
199,ZAF,NGDPD,South Africa,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",136.453,121.602,115.748,175.254,228.931,257.667,271.812,299.033,287.095,297.221,375.304,416.879,396.332,366.821,350.901,317.578,296.273,349.433,368.135,371.298,386.727,403.422,421.287,439.083,458.578,2017
184,ESP,NGDPD,Spain,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",597.03,626.403,707.326,908.413,"1,070.678","1,159.151","1,265.607","1,481.393","1,642.765","1,502.901","1,434.286","1,489.431","1,336.759","1,362.28","1,379.098","1,199.688","1,238.01","1,316.951","1,425.865","1,429.14","1,497.082","1,559.902","1,627.103","1,693.073","1,766.427",2018
524,LKA,NGDPD,Sri Lanka,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",19.371,18.61,19.585,21.621,23.655,27.945,32.359,37.043,46.602,48.113,56.71,65.267,68.419,74.277,79.312,80.557,81.776,87.351,88.223,84.164,89.942,96.284,103.159,110.373,118.014,2017
361,KNA,NGDPD,St. Kitts and Nevis,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.433,0.475,0.497,0.486,0.529,0.578,0.657,0.724,0.793,0.767,0.767,0.819,0.8,0.849,0.917,0.936,0.959,0.992,1.019,1.058,1.118,1.177,1.234,1.293,1.354,2017
362,LCA,NGDPD,St. Lucia,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.834,0.798,0.805,0.883,0.954,1.016,1.135,1.279,1.287,1.279,1.399,1.444,1.438,1.481,1.542,1.641,1.688,1.81,1.874,1.971,2.069,2.156,2.233,2.312,2.393,2017
364,VCT,NGDPD,St. Vincent and the Grenadines,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.396,0.43,0.462,0.482,0.522,0.551,0.611,0.652,0.695,0.675,0.681,0.676,0.693,0.721,0.728,0.755,0.771,0.785,0.826,0.864,0.903,0.942,0.983,1.026,1.071,2017
732,SDN,NGDPD,Sudan,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",13.134,15.716,18.137,21.355,26.646,35.183,45.264,59.44,64.833,54.812,65.716,66.448,48.948,52.892,60.726,65.296,55.566,45.677,33.903,31.468,31.113,30.928,31.22,31.574,32.069,2014
366,SUR,NGDPD,Suriname,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.266,1.09,1.376,1.615,1.868,2.235,2.626,2.936,3.533,3.876,4.368,4.422,4.98,5.146,5.241,4.787,3.166,3.069,3.427,3.683,3.919,4.226,4.408,4.646,4.891,2017
